Word,KnownWordQ,CommonWordQ,StopWordQ
Niobrara,True,False,False
nip,True,True,False
Nip,True,False,False
nipa,True,False,False
Nipa,True,False,False
nipper,True,True,False
nipping,True,True,False
nipple,True,True,False
Nippon,True,False,False
Nipponese,True,False,False
nippy,True,True,False
NIPR,True,False,False
niqaabi,True,False,False
niqab,True,False,False
Ni-resist,True,False,False
nirvana,True,True,False
Nisan,True,False,False
Nisei,True,False,False
nisi,True,False,False
Nissan,True,False,False
NIST,True,False,False
nisus,True,False,False
nit,True,True,False
Nitella,True,False,False
niter,True,True,False
nitid,True,False,False
nitpick,True,True,False
nitpicker,True,True,False
nitramine,True,False,False
nitrate,True,True,False
nitrazepam,True,False,False
nitre,True,False,False
nitric,True,True,False
nitride,True,True,False
nitrification,True,True,False
nitrify,True,False,False
nitril,True,False,False
nitrile,True,False,False
nitrite,True,True,False
Nitrobacter,True,False,False
nitrobacteria,True,False,False
Nitrobacteriaceae,True,False,False
nitrobacterium,True,False,False
nitrobenzene,True,False,False
nitrocalcite,True,False,False
nitrocellulose,True,True,False
nitrochloroform,True,False,False
nitrochloromethane,True,False,False
nitrocotton,True,False,False
nitrofuran,True,False,False
nitrofurantoin,True,False,False
nitrogen,True,True,False
nitrogenase,True,False,False
nitrogen-bearing,True,False,False
nitrogen-fixing,True,False,False
nitrogenise,True,False,False
nitrogenize,True,False,False
nitrogenous,True,True,False
nitroglycerin,True,True,False
nitroglycerine,True,False,False
nitrosobacteria,True,False,False
Nitrosomonas,True,False,False
Nitrospan,True,False,False
Nitrostat,True,False,False
nitrous,True,True,False
nitty-gritty,True,False,False
nitweed,True,False,False
nitwit,True,True,False
nitwitted,True,False,False
Nivose,True,False,False
nix,True,True,False
Nixon,True,False,False
NJ,True,False,False
Njord,True,False,False
Njorth,True,False,False
NLP,True,False,False
NLRB,True,False,False
nm,True,False,False
NM,True,False,False
NMR,True,False,False
NNE,True,False,False
NNRTI,True,False,False
NNW,True,False,False
no,True,True,True
No,True,False,False
no.,True,False,False
NOAA,True,False,False
no-account,True,False,False
Noachian,True,False,False
Noah,True,False,False
nob,True,True,False
no-ball,True,False,False
nobble,True,True,False
Nobel,True,False,False
Nobelist,True,False,False
nobelium,True,True,False
nobility,True,True,False
noble,True,True,False
nobleman,True,True,False
noble-minded,True,False,False
noble-mindedness,True,False,False
nobleness,True,True,False
noblesse,True,False,False
noblewoman,True,True,False
nobly,True,True,False
nobody,True,True,True
no-brainer,True,False,False
NOC,True,False,False
nocent,True,False,False
nociceptive,True,False,False
nock,True,False,False
no-count,True,False,False
noctambulation,True,False,False
noctambulism,True,False,False
noctambulist,True,False,False
noctiluca,True,False,False
noctilucent,True,False,False
Noctua,True,False,False
noctuid,True,False,False
Noctuidae,True,False,False
nocturia,True,False,False
nocturnal,True,True,False
nocturnally,True,True,False
nocturne,True,True,False
nod,True,True,False
nodding,True,True,False
noddle,True,True,False
node,True,True,False
nodular,True,True,False
nodulated,True,False,False
nodule,True,True,False
noduled,True,False,False
nodulose,True,False,False
Noel,True,False,False
Noemi,True,False,False
noesis,True,False,False
Noether,True,False,False
noetic,True,False,False
no-frills,True,False,False
nog,True,False,False
Nogales,True,False,False
noggin,True,True,False
nogging,True,False,False
no-go,True,False,False
no-goal,True,False,False
no-good,True,False,False
Noguchi,True,False,False
no-hit,True,False,False
no-hitter,True,False,False
nohow,True,True,False
noise,True,True,False
noiseless,True,True,False
noiselessly,True,True,False
noiselessness,True,True,False
noisemaker,True,True,False
noisily,True,True,False
noisiness,True,True,False
noisome,True,True,False
noisomeness,True,False,False
noisy,True,True,False
noli-me-tangere,True,False,False
Nolina,True,False,False
nol.pros.,True,False,False
noma,True,False,False
nomad,True,True,False
nomadic,True,True,False
nombril,True,False,False
Nome,True,False,False
nomenclature,True,True,False
nomenklatura,True,False,False
nomia,True,False,False
nominal,True,True,False
nominalism,True,False,False
nominalist,True,False,False
nominalistic,True,False,False
nominally,True,True,False
nominate,True,True,False
nominated,True,True,False
nomination,True,True,False
nominative,True,True,False
nominator,True,True,False
nominee,True,True,False
nomogram,True,False,False
nomograph,True,False,False
nomothetic,True,False,False
non,True,True,False
nonabsorbency,True,False,False
nonabsorbent,True,True,False
nonabsorptive,True,False,False
nonacceptance,True,True,False
nonaccomplishment,True,False,False
nonachievement,True,False,False
nonachiever,True,False,False
nonadaptive,True,False,False
nonaddictive,True,True,False
nonadhesive,True,True,False
nonadjacent,True,True,False
nonadsorbent,True,False,False
nonadsorptive,True,False,False
nonage,True,True,False
nonaged,True,False,False
nonagenarian,True,True,False
nonaggression,True,True,False
nonaggressive,True,False,False
nonagon,True,False,False
nonalcoholic,True,True,False
nonaligned,True,True,False
nonalignment,True,True,False
nonalinement,True,False,False
nonallele,True,False,False
nonappearance,True,True,False
nonappointive,True,False,False
nonarbitrable,True,False,False
nonarbitrary,True,False,False
nonarboreal,True,False,False
non-aromatic,True,False,False
nonassertive,True,False,False
nonassociative,True,False,False
nonastringent,True,False,False
nonattendance,True,True,False
nonattender,True,False,False
non-automatic,True,False,False
nonautonomous,True,False,False
nonbearing,True,False,False
nonbeing,True,False,False
nonbeliever,True,True,False
nonbelligerent,True,True,False
non-buoyant,True,False,False
noncaloric,True,True,False
noncandidate,True,False,False
noncarbonated,True,False,False
non-Catholic,True,False,False
noncausal,True,False,False
noncausative,True,False,False
nonce,True,True,False
noncellular,True,False,False
nonchalance,True,True,False
nonchalant,True,True,False
nonchalantly,True,True,False
nonchristian,True,False,False
nonchurchgoing,True,False,False
noncitizen,True,False,False
noncivilised,True,False,False
noncivilized,True,False,False
nonclassical,True,False,False
noncollapsable,True,False,False
noncollapsible,True,False,False
noncolumned,True,False,False
noncom,True,True,False
noncombatant,True,True,False
noncombinative,True,False,False
noncombining,True,False,False
noncombustible,True,True,False
noncommercial,True,True,False
noncommissioned,True,False,False
noncommittal,True,True,False
noncommunicable,True,True,False
noncompetitive,True,True,False
noncompetitively,True,False,False
noncompliance,True,True,False
noncompliant,True,False,False
noncomprehensive,True,False,False
noncomprehensively,True,False,False
nonconcentric,True,False,False
non-conducting,True,False,False
nonconducting,True,True,False
nonconductive,True,False,False
nonconductor,True,True,False
nonconformance,True,False,False
nonconforming,True,True,False
nonconformism,True,True,False
nonconformist,True,True,False
Nonconformist,True,False,False
nonconformity,True,True,False
nonconscious,True,False,False
noncontagious,True,True,False
noncontentious,True,False,False
noncontinuous,True,True,False
noncontroversial,True,True,False
nonconvergent,True,False,False
noncritical,True,True,False
noncrucial,True,False,False
noncrystalline,True,True,False
noncurrent,True,False,False
noncyclic,True,False,False
noncyclical,True,False,False
nondeductible,True,True,False
nondenominational,True,True,False
nondescript,True,True,False
nondevelopment,True,False,False
nondigestible,True,False,False
non-discrimination,True,False,False
nondisjunction,True,False,False
nondisposable,True,False,False
nondrinker,True,True,False
nondriver,True,False,False
none,True,True,False
nonechoic,True,False,False
noneffervescent,True,False,False
nonelected,True,False,False
non-elective,True,False,False
nonelective,True,False,False
non-engagement,True,False,False
nonenterprising,True,False,False
nonentity,True,True,False
nonenzymatic,True,False,False
nonequivalence,True,False,False
nonequivalent,True,True,False
nones,True,False,False
nonessential,True,True,False
nonesuch,True,False,False
nonetheless,True,True,False
nonevent,True,True,False
nonexempt,True,True,False
nonexistence,True,True,False
nonexistent,True,True,False
nonexplorative,True,False,False
nonexploratory,True,False,False
nonexplosive,True,True,False
nonextant,True,False,False
nonextensile,True,False,False
nonfat,True,True,False
nonfatal,True,True,False
nonfeasance,True,False,False
nonfiction,True,True,False
nonfictional,True,True,False
nonfigurative,True,False,False
nonfinancial,True,False,False
non-finite,True,False,False
nonfissile,True,False,False
nonfissionable,True,False,False
nonflammable,True,True,False
nonflavored,True,False,False
nonflavoured,True,False,False
nonflowering,True,True,False
nonfunctional,True,True,False
nonglutinous,True,False,False
nongranular,True,True,False
nongregarious,True,False,False
nonhairy,True,False,False
nonharmonic,True,False,False
nonhereditary,True,True,False
nonheritable,True,False,False
nonhierarchic,True,False,False
nonhierarchical,True,False,False
nonhuman,True,True,False
nonimitative,True,False,False
nonimmune,True,False,False
nonindulgence,True,False,False
nonindulgent,True,False,False
nonindustrial,True,True,False
noninfectious,True,True,False
noninflammatory,True,True,False
noninheritable,True,False,False
noninstitutional,True,False,False
noninstitutionalised,True,False,False
noninstitutionalized,True,False,False
nonintegrated,True,False,False
nonintellectual,True,True,False
noninterchangeable,True,True,False
noninterference,True,True,False
nonintersecting,True,False,False
nonintervention,True,True,False
noninvasive,True,True,False
non-invertible,True,False,False
non-involvement,True,False,False
nonionic,True,False,False
nonionised,True,False,False
nonionized,True,False,False
non-issue,True,False,False
non-Jew,True,False,False
nonjudgmental,True,True,False
nonkosher,True,False,False
nonleaded,True,False,False
nonlegal,True,True,False
nonlethal,True,True,False
nonlexical,True,False,False
nonlexically,True,False,False
nonlinear,True,True,False
nonlinguistic,True,False,False
nonliteral,True,False,False
nonliterary,True,True,False
nonliterate,True,False,False
non-living,True,False,False
nonliving,True,True,False
nonmagnetic,True,True,False
nonmandatory,True,False,False
nonmaterial,True,False,False
nonmeaningful,True,False,False
nonmechanical,True,False,False
nonmechanistic,True,False,False
nonmedicinal,True,False,False
nonmember,True,True,False
nonmetal,True,True,False
nonmetallic,True,True,False
nonmetamorphic,True,False,False
non-metric,True,False,False
nonmigratory,True,True,False
nonmilitary,True,True,False
non-miscible,True,False,False
nonmodern,True,False,False
nonmonotonic,True,False,False
nonmotile,True,False,False
nonmoving,True,False,False
nonmusical,True,False,False
nonnative,True,True,False
nonnatural,True,False,False
nonnegative,True,False,False
non-negotiable,True,False,False
nonnomadic,True,False,False
nonnormative,True,False,False
nonobjective,True,True,False
nonobligatory,True,True,False
nonobservance,True,True,False
nonobservant,True,True,False
nonoccurrence,True,False,False
no-nonsense,True,False,False
nonopening,True,False,False
nonoperational,True,True,False
nonoscillatory,True,False,False
nonparallel,True,True,False
nonparametric,True,True,False
nonparasitic,True,False,False
nonpareil,True,True,False
nonparticipant,True,True,False
nonparticipation,True,False,False
nonparticulate,True,False,False
nonpartisan,True,True,False
nonpartisanship,True,False,False
nonpartizan,True,False,False
nonpasserine,True,False,False
non-paying,True,False,False
nonpayment,True,True,False
nonperformance,True,True,False
nonperiodic,True,False,False
nonperson,True,True,False
nonpersonal,True,False,False
nonphotosynthetic,True,False,False
nonphysical,True,True,False
nonplus,True,True,False
nonplused,True,False,False
nonplussed,True,True,False
non-poisonous,True,False,False
nonpoisonous,True,True,False
nonpolar,True,False,False
nonpolitical,True,True,False
nonporous,True,True,False
nonpregnant,True,False,False
nonprehensile,True,False,False
nonprescription,True,True,False
nonproductive,True,True,False
nonprofessional,True,True,False
nonprofit,True,True,False
non-profit-making,True,False,False
nonprognosticative,True,False,False
nonprogressive,True,False,False
non-proliferation,True,False,False
nonproliferation,True,True,False
nonproprietary,True,False,False
nonprotractile,True,False,False
nonpsychoactive,True,False,False
nonpublic,True,True,False
nonpurulent,True,False,False
nonracial,True,True,False
nonracist,True,False,False
nonradioactive,True,True,False
nonrandom,True,True,False
nonrational,True,False,False
nonreader,True,False,False
nonreciprocal,True,True,False
nonreciprocating,True,False,False
nonrecreational,True,False,False
nonreflecting,True,False,False
nonreflective,True,False,False
nonremittal,True,False,False
nonrenewable,True,True,False
nonrepetitive,True,False,False
nonrepresentational,True,True,False
nonrepresentative,True,False,False
nonresident,True,True,False
nonresidential,True,True,False
nonresilient,True,False,False
non-resinous,True,False,False
nonresinous,True,False,False
non-resiny,True,False,False
nonresiny,True,False,False
nonresistance,True,True,False
non-resistant,True,False,False
nonresistant,True,True,False
nonresonant,True,False,False
nonrestrictive,True,True,False
nonreticulate,True,False,False
nonretractable,True,False,False
nonretractile,True,False,False
nonreturnable,True,True,False
nonreversible,True,False,False
nonrhythmic,True,True,False
nonrigid,True,True,False
nonruminant,True,False,False
nonsectarian,True,True,False
nonsegmental,True,False,False
nonsegregated,True,True,False
nonsense,True,True,False
nonsensical,True,True,False
nonsensicality,True,False,False
nonsensitive,True,True,False
nonsexual,True,True,False
nonsignificant,True,False,False
nonskid,True,True,False
non-slave,True,False,False
nonslip,True,True,False
nonslippery,True,False,False
nonsmoker,True,True,False
nonsocial,True,True,False
nonsovereign,True,False,False
nonspatial,True,False,False
nonspeaking,True,True,False
nonspecific,True,True,False
nonspecifically,True,False,False
nonspherical,True,False,False
nonstandard,True,True,False
nonstarter,True,True,False
nonsteroid,True,False,False
nonsteroidal,True,False,False
nonstick,True,True,False
nonstop,True,True,False
nonstructural,True,True,False
nonsubjective,True,False,False
nonsubmergible,True,False,False
nonsubmersible,True,False,False
nonsuch,True,False,False
nonsuppurative,True,False,False
nonsurgical,True,True,False
nonsweet,True,False,False
nonsyllabic,True,False,False
nonsymbiotic,True,False,False
nonsynchronous,True,False,False
nonsynthetic,True,False,False
nontaxable,True,True,False
nontechnical,True,True,False
nontelescopic,True,False,False
nontelescoping,True,False,False
nonterritorial,True,False,False
nonthermal,True,False,False
nontoxic,True,True,False
nontraditional,True,True,False
nontransferable,True,True,False
nontranslational,True,False,False
nontransmissible,True,False,False
nontricyclic,True,False,False
nonturbulent,True,False,False
non-U,True,False,False
Non-Ugric,True,False,False
nonuniform,True,True,False
nonuniformity,True,False,False
nonunion,True,True,False
nonunionised,True,False,False
nonunionized,True,False,False
nonuple,True,False,False
nonvenomous,True,True,False
nonverbal,True,True,False
non-verbally,True,False,False
nonverbally,True,False,False
nonviable,True,True,False
nonviolence,True,True,False
nonviolent,True,True,False
nonviolently,True,True,False
nonviscid,True,False,False
nonvisual,True,False,False
nonvolatile,True,True,False
nonvolatilisable,True,False,False
nonvolatilizable,True,False,False
nonvoluntary,True,False,False
nonwashable,True,False,False
non-water-soluble,True,False,False
non-white,True,False,False
nonwoody,True,False,False
nonworker,True,False,False
non-zero,True,False,False
noodle,True,True,False
nook,True,True,False
nookie,True,False,False
nooky,True,False,False
noon,True,True,False
noonday,True,True,False
no-one,True,False,False
noone,False,False,True
noontide,True,True,False
noose,True,True,False
Nootka,True,False,False
nopal,True,False,False
Nopalea,True,False,False
nor,True,True,True
noradrenaline,True,True,False
nordic,True,False,False
Nordic,True,False,False
Nord-Pas-de-Calais,True,False,False
nor'-east,True,False,False
noreaster,True,False,False
Noreg,True,False,False
norepinephrine,True,False,False
norethandrolone,True,False,False
norethindrone,True,False,False
norethynodrel,True,False,False
Norflex,True,False,False
Norfolk,True,False,False
Norge,True,False,False
norgestrel,True,False,False
noria,True,False,False
Norinyl,True,False,False
Norlestrin,True,False,False
Norlutin,True,False,False
norm,True,True,False
Norma,True,False,False
normal,True,True,False
normalcy,True,True,False
normalisation,True,False,False
normalise,True,False,False
normaliser,True,False,False
normality,True,True,False
normalization,True,True,False
normalize,True,True,False
normalizer,True,True,False
normally,True,True,False
Norman,True,False,False
Normandie,True,False,False
Normandy,True,False,False
Norman-French,True,False,False
normative,True,True,False
Normodyne,True,False,False
normotensive,True,False,False
normothermia,True,False,False
Norn,True,False,False
nor'-nor'-east,True,False,False
nor'-nor'-west,True,False,False
Nor-Q-D,True,False,False
Norris,True,False,False
Norrish,True,False,False
Norse,True,False,False
Norseman,True,False,False
north,True,True,False
North,True,False,False
Northampton,True,False,False
Northamptonshire,True,False,False
northbound,True,True,False
north-central,True,False,False
north-east,True,False,False
northeast,True,True,False
Northeast,True,False,False
northeaster,True,True,False
northeasterly,True,True,False
northeastern,True,True,False
northeastward,True,True,False
northeastwardly,True,False,False
norther,True,True,False
northerly,True,True,False
northern,True,True,False
Northern,True,False,False
Northerner,True,False,False
northernmost,True,True,False
northernness,True,False,False
northland,True,False,False
Northman,True,False,False
northmost,True,False,False
north-northeast,True,False,False
north-northwest,True,False,False
north-polar,True,False,False
Northrop,True,False,False
Northumberland,True,False,False
Northumbria,True,False,False
northward,True,True,False
northwards,True,True,False
north-west,True,False,False
northwest,True,True,False
Northwest,True,False,False
northwester,True,True,False
northwesterly,True,True,False
northwestern,True,True,False
northwestward,True,True,False
northwestwardly,True,False,False
nortriptyline,True,False,False
Noruz,True,False,False
Norvasc,True,False,False
Norvir,True,False,False
Norway,True,False,False
Norwegian,True,False,False
nor'-west,True,False,False
nose,True,True,False
nosebag,True,True,False
noseband,True,False,False
nosebleed,True,True,False
nosecount,True,False,False
nosed,True,True,False
nosedive,True,True,False
no-see-um,True,False,False
nosegay,True,True,False
noseless,True,False,False
nosepiece,True,False,False
nosewheel,True,False,False
nosey,True,False,False
nosey-parker,True,False,False
nosh,True,True,False
nosher,True,False,False
no-show,True,True,False
nosh-up,True,False,False
nosiness,True,True,False
nosocomial,True,False,False
nosohusial,True,False,False
nosology,True,False,False
nostalgia,True,True,False
nostalgic,True,True,False
nostalgically,True,True,False
nostoc,True,False,False
Nostocaceae,True,False,False
Nostradamus,True,False,False
nostril,True,True,False
nostrum,True,True,False
nosy,True,True,False
nosy-parker,True,False,False
not,True,True,True
notability,True,True,False
notable,True,True,False
notably,True,True,False
notarise,True,False,False
notarize,True,True,False
notary,True,True,False
notate,True,True,False
notation,True,True,False
notch,True,True,False
notched,True,True,False
note,True,True,False
notebook,True,True,False
notecase,True,False,False
Notechis,True,False,False
noted,True,True,False
Notemigonus,True,False,False
notepad,True,True,False
notepaper,True,True,False
noteworthy,True,True,False
not-for-profit,True,False,False
nothing,True,True,True
nothingness,True,True,False
nothings,True,True,False
Nothofagus,True,False,False
nothosaur,True,False,False
Nothosauria,True,False,False
notice,True,True,False
noticeability,True,False,False
noticeable,True,True,False
noticeableness,True,False,False
noticeably,True,True,False
noticed,True,True,False
noticer,True,False,False
notifiable,True,True,False
notification,True,True,False
notify,True,True,False
notion,True,True,False
notional,True,True,False
notochord,True,False,False
Notomys,True,False,False
Notonecta,True,False,False
Notonectidae,True,False,False
Notophthalmus,True,False,False
notoriety,True,True,False
notorious,True,True,False
notoriously,True,True,False
notornis,True,False,False
Notoryctidae,True,False,False
Notoryctus,True,False,False
Notostraca,True,False,False
Notropis,True,False,False
no-trump,True,False,False
notturno,True,False,False
notwithstanding,True,True,False
Nouakchott,True,False,False
nougat,True,True,False
nought,True,False,False
noumenon,True,False,False
noun,True,True,False
nourish,True,True,False
nourished,True,True,False
nourishing,True,True,False
nourishment,True,True,False
nous,True,True,False
nouveau-riche,True,False,False
Nov,True,False,False
nova,True,True,False
novate,True,False,False
novation,True,False,False
novel,True,True,False
novelette,True,True,False
novelisation,True,False,False
novelise,True,False,False
novelist,True,True,False
novelization,True,True,False
novelize,True,False,False
novella,True,True,False
novelty,True,True,False
November,True,True,False
novena,True,True,False
Nov-Esperanto,True,False,False
Novgorod,True,False,False
Novial,True,False,False
novice,True,True,False
noviciate,True,False,False
novillada,True,False,False
novillero,True,False,False
novitiate,True,True,False
Nov-Latin,True,False,False
novobiocin,True,False,False
Novocain,True,False,False
novocaine,True,False,False
Novosibirsk,True,False,False
now,True,True,True
nowadays,True,True,False
nowhere,True,True,True
no-win,True,False,False
nowise,True,True,False
nowness,True,False,False
Nowrooz,True,False,False
Nowruz,True,False,False
Nox,True,False,False
noxious,True,True,False
noxiously,True,False,False
noxiousness,True,True,False
Noyes,True,False,False
nozzle,True,True,False
Np,True,False,False
NP,True,False,False
NPA,True,False,False
NPC,True,False,False
NRA,True,False,False
NRC,True,False,False
NREM,True,False,False
NRL,True,False,False
nRNA,True,False,False
NRO,True,False,False
NRTI,True,False,False
NSA,True,False,False
NSAID,True,False,False
NSC,True,False,False
NSF,True,False,False
NSU,True,False,False
NSW,True,False,False
NSWC,True,False,False
NT,True,False,False
n-th,True,False,False
nth,True,True,False
NTIS,True,False,False
nu,True,True,False
nuance,True,True,False
nub,True,True,False
nubbin,True,True,False
nubbiness,True,False,False
nubble,True,False,False
nubbly,True,False,False
nubby,True,True,False
Nubia,True,False,False
Nubian,True,False,False
nubile,True,True,False
nucellus,True,False,False
nucha,True,False,False
Nucifraga,True,False,False
nuclear,True,True,False
nuclease,True,True,False
nucleate,True,True,False
nucleated,True,True,False
nucleole,True,False,False
nucleolus,True,True,False
nucleon,True,True,False
nucleonics,True,False,False
nucleoplasm,True,False,False
nucleoprotein,True,False,False
nucleoside,True,False,False
nucleosynthesis,True,False,False
nucleotide,True,True,False
nucleus,True,True,False
Nuda,True,False,False
nude,True,True,False
nudeness,True,False,False
nudge,True,True,False
nudger,True,False,False
nudibranch,True,False,False
Nudibranchia,True,False,False
nudism,True,True,False
nudist,True,True,False
nudity,True,True,False
nudnick,True,False,False
nudnik,True,False,False
Nuffield,True,False,False
nugatory,True,True,False
nugget,True,True,False
nuisance,True,True,False
nuke,True,True,False
null,True,True,False
nullah,True,False,False
nullification,True,True,False
nullified,True,True,False
nullifier,True,False,False
nullify,True,True,False
nullipara,True,False,False
nullity,True,True,False
numb,True,True,False
numbat,True,False,False
number,True,True,False
numbering,True,True,False
numberless,True,True,False
numberplate,True,False,False
numbers,True,True,False
Numbers,True,False,False
numbfish,True,False,False
numbing,True,True,False
numbly,True,True,False
numbness,True,True,False
numdah,True,False,False
numen,True,False,False
Numenius,True,False,False
numerable,True,True,False
numeracy,True,True,False
numeral,True,True,False
numerate,True,True,False
numeration,True,True,False
numerator,True,True,False
numeric,True,True,False
numerical,True,True,False
numerically,True,True,False
numerological,True,True,False
numerologist,True,True,False
numerology,True,True,False
numerosity,True,False,False
numerous,True,True,False
numerousness,True,False,False
Numida,True,False,False
Numidia,True,False,False
Numidian,True,False,False
Numididae,True,False,False
Numidinae,True,False,False
numinous,True,True,False
numismatics,True,True,False
numismatist,True,True,False
numismatologist,True,False,False
numismatology,True,False,False
nummulite,True,False,False
Nummulitidae,True,False,False
numskull,True,False,False
nun,True,True,False
Nunavut,True,False,False
nuncio,True,True,False
Nung,True,False,False
nunnery,True,True,False
Nuphar,True,False,False
Nuprin,True,False,False
nuptial,True,True,False
nuptials,True,True,False
Nuptse,True,False,False
Nuremberg,True,False,False
Nureyev,True,False,False
Nurnberg,True,False,False
nurse,True,True,False
nursed,True,True,False
nurseling,True,False,False
nursemaid,True,True,False
nurse-midwife,True,False,False
nurser,True,True,False
nursery,True,True,False
nurseryman,True,True,False
nursing,True,True,False
nursling,True,True,False
nurtural,True,False,False
nurturance,True,False,False
nurturant,True,False,False
nurture,True,True,False
Nusku,True,False,False
nut,True,True,False
Nut,True,False,False
nutate,True,False,False
nutation,True,True,False
nut-bearing,True,False,False
nutbrown,True,False,False
nutcase,True,False,False
nutcracker,True,True,False
nutgrass,True,False,False
nuthatch,True,True,False
nuthouse,True,True,False
nutlet,True,False,False
nutlike,True,False,False
nutmeg,True,True,False
nutmeg-shaped,True,False,False
nutmeg-yew,True,False,False
nutria,True,True,False
nutrient,True,True,False
nutrify,True,False,False
nutriment,True,True,False
nutrition,True,True,False
nutritional,True,True,False
nutritionally,True,True,False
nutritionary,True,False,False
nutritionist,True,True,False
nutritious,True,True,False
nutritiousness,True,False,False
nutritive,True,True,False
nutritiveness,True,False,False
nuts,True,True,False
nutsedge,True,False,False
nutshell,True,True,False
nutter,True,True,False
nuttily,True,False,False
nutty,True,True,False
NUWC,True,False,False
Nuytsia,True,False,False
nuzzle,True,True,False
NV,True,False,False
NW,True,False,False
NWbN,True,False,False
NWbW,True,False,False
NY,True,False,False
nyala,True,False,False
Nyala,True,False,False
Nyamuragira,True,False,False
Nyamwezi,True,False,False
Nyasaland,True,False,False
nybble,True,False,False
Nyctaginaceae,True,False,False
Nyctaginia,True,False,False
nyctalopia,True,False,False
Nyctanassa,True,False,False
Nyctereutes,True,False,False
Nycticebus,True,False,False
Nycticorax,True,False,False
Nyctimene,True,False,False
nyctophobia,True,False,False
nycturia,True,False,False
Nydrazid,True,False,False
Nyiragongo,True,False,False
nylghai,True,False,False
nylghau,True,False,False
nylon,True,True,False
nylons,True,True,False
nymph,True,True,False
Nymphaea,True,False,False
Nymphaeaceae,True,False,False
nymphalid,True,False,False
Nymphalidae,True,False,False
Nymphalis,True,False,False
nymphet,True,True,False
Nymphicus,True,False,False
nympho,True,False,False
nympholepsy,True,False,False
nympholept,True,False,False
nymphomania,True,False,False
nymphomaniac,True,False,False
nymphomaniacal,True,False,False
Nynorsk,True,False,False
Nypa,True,False,False
NYSE,True,False,False
Nyssa,True,False,False
Nyssaceae,True,False,False
nystagmus,True,False,False
Nystan,True,False,False
nystatin,True,False,False
Nyx,True,False,False
o,True,False,True
O,True,False,True
o',True,False,False
o' ,True,False,False
oaf,True,True,False
oafish,True,True,False
Oahu,True,False,False
oak,True,True,False
oaken,True,True,False
Oakland,True,False,False
Oakley,True,False,False
oakum,True,True,False
oar,True,True,False
oarfish,True,False,False
oarlock,True,True,False
oars,True,True,False
oarsman,True,True,False
oarsmanship,True,False,False
oarswoman,True,False,False
OAS,True,False,False
oasis,True,True,False
oast,True,False,False
oat,True,True,False
oatcake,True,True,False
oaten,True,True,False
Oates,True,False,False
oath,True,True,False
oatmeal,True,True,False
Oaxaca,True,False,False
Ob,True,False,False
OB,True,False,False
Obadiah,True,False,False
obbligato,True,True,False
obduracy,True,True,False
obdurate,True,True,False
obdurately,True,True,False
obeah,True,False,False
obeche,True,False,False
obechi,True,False,False
obedience,True,True,False
obedient,True,True,False
obediently,True,True,False
obeisance,True,True,False
obelion,True,False,False
obelisk,True,True,False
Oberson,True,False,False
obese,True,True,False
obesity,True,True,False
obey,True,True,False
obfuscate,True,True,False
obfuscation,True,True,False
obi,True,True,False
obiism,True,False,False
obit,True,True,False
obituary,True,True,False
object,True,True,False
objectification,True,True,False
objectify,True,True,False
objection,True,True,False
objectionable,True,True,False
objectionableness,True,False,False
objectionably,True,True,False
objective,True,True,False
objectively,True,True,False
objectiveness,True,True,False
objectivity,True,True,False
objector,True,True,False
objurgate,True,False,False
objurgation,True,True,False
oblanceolate,True,False,False
oblate,True,True,False
oblateness,True,False,False
oblation,True,True,False
Oblation,True,False,False
obligate,True,True,False
obligated,True,True,False
obligation,True,True,False
obligational,True,False,False
obligato,True,False,False
obligatorily,True,True,False
obligatory,True,True,False
oblige,True,True,False
obliged,True,True,False
obliger,True,False,False
obliging,True,True,False
obligingly,True,True,False
obligingness,True,False,False
oblique,True,True,False
oblique-angled,True,False,False
obliquely,True,True,False
obliqueness,True,True,False
obliquity,True,True,False
obliterable,True,False,False
obliterate,True,True,False
obliterated,True,True,False
obliteration,True,True,False
obliterator,True,False,False
oblivion,True,True,False
oblivious,True,True,False
obliviousness,True,True,False
oblong,True,True,False
oblongness,True,False,False
obloquy,True,True,False
obnoxious,True,True,False
obnoxiously,True,True,False
obnoxiousness,True,True,False
obnubilate,True,False,False
oboe,True,True,False
oboist,True,True,False
obolus,True,False,False
obovate,True,False,False
O'Brien,True,False,False
obscene,True,True,False
obscenely,True,True,False
obscenity,True,True,False
obscurantism,True,True,False
obscurantist,True,True,False
obscure,True,True,False
obscurely,True,True,False
obscureness,True,False,False
obscurity,True,True,False
obsequious,True,True,False
obsequiously,True,True,False
obsequiousness,True,True,False
observable,True,True,False
observably,True,True,False
observance,True,True,False
observant,True,True,False
observantly,True,True,False
observation,True,True,False
observational,True,True,False
observatory,True,True,False
observe,True,True,False
observed,True,True,False
observer,True,True,False
observing,True,True,False
observingly,True,False,False
obsess,True,True,False
obsessed,True,True,False
obsession,True,True,False
obsessional,True,True,False
obsessionally,True,True,False
obsessive,True,True,False
obsessive-compulsive,True,False,False
obsessively,True,True,False
obsessiveness,True,True,False
obsessivity,True,False,False
obsidian,True,True,False
obsolesce,True,False,False
obsolescence,True,True,False
obsolescent,True,True,False
obsolete,True,True,False
obsoleteness,True,False,False
obstacle,True,True,False
obstetric,True,True,False
obstetrical,True,True,False
obstetrician,True,True,False
obstetrics,True,True,False
obstinacy,True,True,False
obstinance,True,False,False
obstinate,True,True,False
obstinately,True,True,False
obstipate,True,False,False
